person,person_url,universities_category,alma_mater,awards,birth_date,birth_name,birth_place,caption,children,death_date,death_place,doctoral_advisor,doctoral_students,education,field,fields,image,image_size,imagesize,known_for,name,nationality,occupation,office,office1,office2,party,predecessor,predecessor1,predecessor2,predecessor3,president,prizes,religion,residence,signature,spouse,successor,successor1,successor2,successor3,term_end,term_end1,term_end2,term_end3,term_start,term_start1,term_start2,term_start3,work_institution,work_institutions,workplaces
Shimon Peres,https://vi.wikipedia.org/wiki/Shimon_Peres,Đại học Harvard,The New School; Đại học Harvard; Đại học New York,Giải Nobel Hoà bình (1994),2 tháng 8 năm 1923,,Ba Lan; Wiszniew,,Chemi; Yoni; Zvia,28 tháng 9 năm 2016 (93 tuổi),Israel; Ramat Gan; Tel HaShomer; Trung tâm Y tế Sheba,,,,,,Shimon Peres in Brazil (cropped 2).jpg,,,,Shimon Peres,,,Tổng thống thứ 9 của Israel,Thủ tướng thứ 8 của Israel,,Kadima; Mapai; Rafi; Đảng Lao động,Moshe Katsav,Yitzhak Rabin,Yitzhak Shamir,Yitzhak Rabin,,,Do Thái giáo,,Shimon Peres signature - en.svg,,Reuven Rivlin,Benjamin Netanyahu,Yitzhak Shamir,Menachem Begin,24 tháng 7 năm 2014,18 tháng 6 năm 1996,20 tháng 10 năm 1986,21 tháng 6 năm 1977,15 tháng 7 năm 2007 <!--Israel used M-D-Y format-->,4 tháng 11 năm 1995,13 tháng 9 năm 1984,22 tháng 4 năm 1977,,,
Sidney Altman,https://vi.wikipedia.org/wiki/Sidney_Altman,Viện Công nghệ Massachusetts; Đại học Columbia,Đại học Colorado tại Boulder,,,,Canada; Montréal; Quebec,Sidney năm 2012,,,,,,,Sinh học phân tử,,Sidney Altman crop.jpg,,,Ribozyme,Sidney Altman,Canada & Mỹ (từ 1984),,,,,,,,,,,Giải Nobel Hóa học (1989),,,,,,,,,,,,,,,,,,,
Simon Kuznets,https://vi.wikipedia.org/wiki/Simon_Kuznets,Đại học Columbia,Đại học Columbia,Giải Nobel Kinh tế (1971),,,Pinsk; Đế quốc Nga (ngày nay là Belarus),Simon Smith Kuznets (1971),,,Cambridge; Massachusetts,,,,Kinh tế học; kinh tế học phát triển,,Simon Kuznets 1971b.jpg,200px,,,Simon Kuznets,Hoa Kỳ,,,,,,,,,,,,,,<!-- file name only -->,,,,,,,,,,,,,,,,
Sinclair Lewis,https://vi.wikipedia.org/wiki/Sinclair_Lewis,Đại học Yale,,,7 tháng 2 năm 1885,,Hoa Kỳ; Minnesota; Sauk Centre,,,10 tháng 1 năm 1951,Roma,,,,,,Lewis-Sinclair-LOC.jpg,,200px,,Sinclair Lewis,Hoa Kỳ,Nhà viết kịch; Tiểu thuyết gia; Viết truyện ngắn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonam Dechen Wangchuck (sinh 1981),https://vi.wikipedia.org/wiki/Sonam_Dechen_Wangchuck_%28sinh_1981%29,Đại học Stanford,,,,,,,,,,,,,,,,,,,Sonam Dechen Wangchuck,,,,,,,,,,,,,Phật giáo,,,,,,,,,,,,,,,,,,
Sourn Serey Ratha,https://vi.wikipedia.org/wiki/Sourn_Serey_Ratha,Đại học Georgetown,Đại học Boston; Đại học Công nghệ MARA; Đại học Georgetown; Đại học Hoàng gia Phnôm Pênh,,,,Battambang; Campuchia,,,,,,,,,,,,,,Sourn Serey Ratha,Campuchia; Mỹ,,Chủ tịch Đảng Quyền lực Khmer,,,Đảng Quyền lực Khmer,Chức vụ được lập,,,,,,,,,,Soung Sophorn,,,,7 tháng 9 năm 2017,,,,18 tháng 3 năm 2010,,,,,,
Spiro Agnew,https://vi.wikipedia.org/wiki/Spiro_Agnew,Đại học Johns Hopkins,,,,,Baltimore; Hoa Kỳ; Maryland,,,,Berlin; Hoa Kỳ; Maryland,,,,,,Spiro Agnew.jpg,,220px,,Spiro Agnew,,,30px; Phó Tổng thống thứ 39 của Hoa Kỳ,,Thống đốc bang Maryland thứ 5,Cộng hoà,Hubert Humphrey,,J. Millard Tawes,Christian Kahl,,,,,Spiro T Agnew Signature.svg,,Gerald Ford,,Marvin Mandel,Dale Anderson,10 tháng 10 năm 1973,,7 tháng 1 năm 1969,,20 tháng 1 năm 1969,,25 tháng 1 năm 1967,,,,
Stephanie Murphy,https://vi.wikipedia.org/wiki/Stephanie_Murphy,Đại học Georgetown,,,,Đặng Thị Ngọc Dung,Thành phố Hồ Chí Minh; Việt Nam,,,,,,,Mary (BA); Đại học Georgetown (MS); Đại học William,,,Stephanie Murphy official photo.jpg,,,,Stephanie Murphy,,,,,,Dân chủ,John Mica,,,,,,,,,Sean Murphy,Cory Mills,,,,3 tháng 1 năm 2023,,,,3 tháng 1 năm 2017,,,,,,
Stephen Colbert,https://vi.wikipedia.org/wiki/Stephen_Colbert,Đại học Northwestern,Northwestern University,,,Stephen Tyrone Colbert,Hoa Kỳ; South Carolina,Colbert năm 2017,,,,,,,,,Stephen Colbert December 2017.jpg,,,,Stephen Colbert,,,,,,,,,,,,,Giáo hội Công giáo Rôma,Hoa Kỳ; Montclair; New Jersey,Stephen Colbert Signature.svg,,,,,,,,,,,,,,,,
Stephen LaBerge,https://vi.wikipedia.org/wiki/Stephen_LaBerge,Đại học Stanford,Đại học Stanford,,,,,,,,,,,,Tâm sinh lý học,,,,,Giấc mơ sáng suốt; Mộng học,,Mỹ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Smale,https://vi.wikipedia.org/wiki/Stephen_Smale,Đại học Michigan,Đại học Michigan,Giải Wolf (2006/07); Huy chương Fields (1966); National Medal of Science (1996),,,,,,,,Raoul Bott,Jacob Palis; John Guckenheimer; Rufus Bowen; Themistocles M. Rassias,,Toán học,,Stephen Smale2.jpg,,,,Stephen Smale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkeley; Đại học California; Đại học Chicago; Đại học Columbia; Đại học Hong Kong,,
Steve Bannon,https://vi.wikipedia.org/wiki/Steve_Bannon,Đại học Georgetown,Georgetown University; Harvard University; Virginia Polytechnic Institute; and State University,,,Stephen Kevin Bannon,Hoa Kỳ; Norfolk; Virginia,,,,,,,,,,,,,,Steve Bannon,,,Cố vấn tổng thống Hoa Kỳ,,,Đảng Cộng hòa,John Podesta,,,,Donald Trump,,,,,Diane Clohesy; Mary Piccard,,,,,,,,,20 tháng 1 năm 2017,,,,,,
Steve Zuckerman,https://vi.wikipedia.org/wiki/Steve_Zuckerman,Đại học Michigan,,,<ref> </ref>,Stephen Edward Zuckerman,Hoa Kỳ; New York; Thành phố New York,,,,,,,Ann Arbor; Đại học Michigan; Đại học Yale,,,,,,"400 tập phim truyền hình giờ vàng; Đạo diễn ""Nuts"" của Tom Topor trên sân khấu Broadway",Steve Zuckerman,,sân khấu; Đạo diễn truyền hình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Weinberg,https://vi.wikipedia.org/wiki/Steven_Weinberg,Đại học Columbia,* Đại học Cornell; * Đại học Princeton,"* Breakthrough Prize   <ref> </ref><ref name=""Breakthrough Prize""> </ref>; * ForMemRS  <ref name=formemrs> </ref><ref name=royal> </ref>; * Giải Andrew Gemant; * Giải Heineman; * Giải Nobel Vật lý; * Huy chưong Elliott Cresson; * Huy chương Khoa học Quốc gia; {{Plainlist|; }}",,,Hoa Kỳ; Thành phố New York,,,,Austin; Hoa Kỳ; Texas,Sam Treiman<ref name=mathgene/>,* Fernando Quevedo<ref name=mathgene/><ref name=pt/>; * John Preskill<ref name=mathgene> </ref><ref name=pt/>; * Mark G. Raizen<ref name=pt> </ref>; {{Plainlist|; }},,Vật lý,,Steven-weinberg.jpg,220px,,* Góc Weinberg; * Lý thuyết Weinberg-Witten; * Tương tác điện yếu,Steven Weinberg,,,,,,,,,,,,,,Hoa Kỳ,,,,,,,,,,,,,,,,* Viện Công nghệ Massachusetts; * Đại học California; * Đại học Harvard; * Đại học Texas ở Austin; Berkeley,
Stêphanô Chu Thủ Nhân,https://vi.wikipedia.org/wiki/St%C3%AAphan%C3%B4_Chu_Th%E1%BB%A7_Nh%C3%A2n,Đại học Harvard; Đại học Minnesota,Triết học Milltown; Viện Thần học; Viện Đại học Harvard; Viện Đại học Loyola Chicago; Viện Đại học Minnesota,,,,Hồng Kông thuộc Anh,,,,,,,,,,,,,,Stêphanô Chu Thủ Nhân,,,,,,,Micae Dương Minh Chương,,,,,,Công giáo Rôma,Hồng Kông,,,,,,,,,,,4 tháng 12 năm 2021,,,,,,
Surin Pitsuwan,https://vi.wikipedia.org/wiki/Surin_Pitsuwan,Đại học Harvard,Harvard University; Thammasat University,,,,Nakhon Si Thammarat; Thailand,,,30 tháng 11 năm 2017,Thái Lan,,,,,,Surin Pitsuwan cropped.jpg,,,,Surin Pitsuwan; สุรินทร์ พิศสุวรรณ,,,Tổng thư ký ASEAN thứ 12,,Trợ lý Bộ trưởng Bộ trưởng Bộ Nội vụ,,Ong Keng Yong,,,,,,,,,,Lê Lương Minh,,,,2012; 31 tháng 12,,,1995,1 tháng 1; 2008,,,1992,,,
T. S. Eliot,https://vi.wikipedia.org/wiki/T._S._Eliot,Đại học Harvard,Đại học Harvard,Giải Nobel Văn học (1948); Order of Merit (1948),,,,T. S. Eliot in 1938 by Wyndham Lewis,,,,,,A.B. triết học,,,T S Eliot Simon Fieldhouse.jpg,,180px,,T. S. Eliot,,Nhà thơ; nhà viết kịch; phê bình văn học,,,,,,,,,,,,,TS eliot signature.svg,Esmé Valerie Fletcher (1957 tới khi ông mất); Vivienne Haigh-Wood (1925–1947),,,,,,,,,,,,,,,
Tantek Çelik,https://vi.wikipedia.org/wiki/Tantek_%C3%87elik,Đại học Stanford,Đại học Stanford<ref name=stanford/>,,,,Mỹ,Tantek Çelik năm 2019,,,,,,,Khoa học máy tính,,20190514-BT-Dus-Tantek Çelik-NP.jpg,200px,,*  Box Model Hack; *  Tasman (layout engine); *  microformats}}; * Global Multimedia Protocols Group (GMPG); * Internet Explorer for Mac; * Thông số kỹ thuật W3C CSS; * XFN<ref> </ref>; {{Plainlist|,Tantek Çelik,* Mỹ; * Thổ Nhĩ Kỳ}}; {{Plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*  Apple Computer<ref  name=netsquared/>; * Microsoft; * Oracle Corporation; * Sun Microsystems; * microformats.org<ref> </ref>}}; {{Plainlist|,
Tasso Takuya,https://vi.wikipedia.org/wiki/Tasso_Takuya,Đại học Johns Hopkins,Đại học Tokyo,,,,Iwate; Morioka,,,,,,,,,,Tasso Takuya (2010).JPG,,220px,,Tasso Takuya,,,,,,Độc lập,Masuda Hiroya,,''Chức vụ thành lập'',,,,,,,,,,Shina Takeshi,,,,2007; 22 tháng 3,,2007; 30 tháng 4,,1996; 21 tháng 10,,,,
Ted Kaczynski,https://vi.wikipedia.org/wiki/Ted_Kaczynski,Đại học Harvard; Đại học Michigan,,,,Theodore John Kaczynski,Chicago; Hoa Kỳ; Illinois,,,,Bắc Carolina; Durham; FMC Butner,,,Đại học Harvard; Đại học Michigan,,,,,,Luận văn ''Industrial Society and Its Future'' (1995),Ted Kaczynski,,Nhà toán học,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ted Kennedy,https://vi.wikipedia.org/wiki/Ted_Kennedy,Đại học Harvard,,,,Edward Moore Kennedy,Boston; Hoa Kỳ; Massachusetts,,* Edward Jr; * Kara; * Patrick}}; {{flatlist|,,Hoa Kỳ; Hyannis Port; Massachusetts,,,Harvard University (BA); University of Virginia (LLB),,,Ted Kennedy; official photo portrait.jpg,,,,,,,Thượng nghị sĩ Hoa Kỳ từ Massachusetts,Chủ tịch Ủy ban Thượng viện Hoa Kỳ về Sức khỏe; Giáo dục; Lao động; Lương hưu,,Dân chủ,Benjamin A. Smith II,,Mike Enzi,Jim Jeffords,,,,,Ted Kennedy Signature 2.svg,,Paul G. Kirk,,Tom Harkin,Judd Gregg,25 tháng 8 năm 2009,,25 tháng 8 năm 2009,3 tháng 1 năm 2003,7 tháng 11 năm 1962,,3 tháng 1 năm 2007,6 tháng 6 năm 2001,,,
Ted Osius,https://vi.wikipedia.org/wiki/Ted_Osius,Đại học Harvard; Đại học Johns Hopkins,Harvard University; Johns Hopkins University,,,,"Annapolis; Hoa Kỳ <ref name=""WashBlade""> </ref>; Maryland",,,,,,,,,,Ted Osius 2014.jpg,,,,Ted Osius,,,Đại sứ Hoa Kỳ tại Việt Nam,,,,David B. Shear,,,,Barack Obama; Donald Trump,,,,,,Daniel Kritenbrink,,,,27 tháng 10 năm 2017<ref> </ref>,,,,16 tháng 12 năm 2014,,,,,,
Tess Posner,https://vi.wikipedia.org/wiki/Tess_Posner,Đại học Columbia,Đại học Columbia (M.A.); Đại học Saint John's (B.A.),,,,,,,,,,,,,,Tess Posner live.jpg,,,Trí tuệ nhân tạo,Tess Posner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI4ALL
The Solids,https://vi.wikipedia.org/wiki/The_Solids,Đại học Wesleyan,,,,,,,,,,,,,,,,,,,The Solids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theodore Lyman,https://vi.wikipedia.org/wiki/Theodore_Lyman,Đại học Harvard,Đại học Harvard,,23 tháng 11 năm 1874,,Boston; Massachusetts; Mỹ,,,,Cambridge; Massachusetts; Mỹ,,,,Quang phổ học,,,220px,,,Theodore Lyman,,,,,,,,,,,,Huy chương Elliott Cresson năm 1931,,,,,,,,,,,,,,,,,,,
Theodore Roosevelt,https://vi.wikipedia.org/wiki/Theodore_Roosevelt,Đại học Columbia; Đại học Harvard,Trường Luật Columbia; Đại học Harvard,20px Giải Nobel Hoà bình (1906); 20px Huân chương Danh dự,,Theodore Roosevelt Jr,Hoa Kỳ; New York; Thành phố New York,Roosevelt vào năm 1904,Alice Roosevelt Longworth; Archibald Roosevelt; Ethel Roosevelt Derby; Kermit Roosevelt; Quentin Roosevelt; Theodore Roosevelt Jr,,Hoa Kỳ; New York; Oyster Bay,,,,,,Theodore Roosevelt by the Pach Bros.jpg,,,,Theodore Roosevelt,,Chính trị gia; Người bảo vệ môi trường; Nhà nghiên cứu vạn vật học; Nhà thám hiểm; Sĩ quan quân đội; Sử gia; Tác giả,,30px; Tổng thống thứ 26 của Hoa Kỳ,30px; Phó Tổng thống thứ 25 của Hoa Kỳ,Đảng Cộng hòa (1880-1911); Đảng Cộng hòa (1916-1919); Đảng Tiến bộ (1912-1916),,William McKinley,Garret Hobart,Frank S. Black,,,,,Theodore Roosevelt Signature-2.svg,(1880-1884); (1886-1919); Alice Hathaway Lee; Edith Kermit Carow,,William Howard Taft,Charles W. Fairbanks,Benjamin Barker Odell Jr,,4 tháng 3 năm 1909,14 tháng 9 năm 1901,31 tháng 12 năm 1900,,14 tháng 9 năm 1901,4 tháng 3 năm 1901,1 tháng 1 năm 1899,,,
Theodore Roosevelt Jr.,https://vi.wikipedia.org/wiki/Theodore_Roosevelt_Jr.,Đại học Harvard,,,,Theodore Roosevelt III,Hoa Kỳ; New York; Oyster Bay,Chuẩn tướng Theodore Roosevelt Jr,* Cornelius; * Quentin}}; * Theodore IV; {{flatlist|* Grace,,Méautis; Pháp,,,Đại học Harvard,,,Brigadier General Théodore Roosevelt.jpg,,,,,,,Toàn quyền Philippines,Thống đốc Puerto Rico,Phụ tá Bộ trưởng Hải quân Hoa Kỳ,Đảng Cộng hòa,Dwight F. Davis,James R. Beverley (tạm quyền),Gordon Woodbury,,Franklin D. Roosevelt; Herbert Hoover,,,,,,Frank Murphy,James R. Beverley,Theodore Douglas Robinson,,15 tháng 7 năm 1933,30 tháng 1 năm 1932,30 tháng 9 năm 1924,,29 tháng 2 năm 1932,9 tháng 9 năm 1929,10 tháng 3 năm 1921,,,,
Theodosius Dobzhansky,https://vi.wikipedia.org/wiki/Theodosius_Dobzhansky,Đại học Columbia,,,24 tháng 1 năm 1900,,Dnepr Ukraina; Nemyriv; Đế quốc Nga,Theodosius Dobzhansky năm 1943,,,California; Hoa Kỳ; San Jacinto,,* Francisco J. Ayala; * Michael Murphy Andregg; * Richard Lewontin,,Sinh học,,File:Dobzhansky no Brasil em 1943.jpg,220px,,,Theodosius Dobzhansky,,,,,,,,,,,,* Huy chương Daniel Giraud Elliot năm 1941; * Huân chương Khoa học Quốc gia năm 1964<ref>[http://www.nsf.gov/od/nms/recip_details.cfm?recip_id=107 National Science Foundation - The President's National Medal of Science]</ref>,,,,,,,,,,,,,,,,,,,
Thomas A. Steitz,https://vi.wikipedia.org/wiki/Thomas_A._Steitz,Đại học Harvard,Lawrence University; Đại học Harvard,,,,Milwaukee; Wisconsin,,,,,,,,Crystallography,,Nobel Prize 2009-Press Conference KVA-11.jpg,,,Bio-crystallography,Thomas A. Steitz,Mỹ,,,,,,,,,,,giải Nobel Hóa học (2009),,Hoa Kỳ,,,,,,,,,,,,,,,Viện Y học Howard Hughes; Đại học Yale,,
Thomas Hunt Morgan,https://vi.wikipedia.org/wiki/Thomas_Hunt_Morgan,Đại học Johns Hopkins,* Đại học Johns Hopkins; * Đại học Kentucky,,25 tháng 9 năm 1866,,Kentucky; Lexington; Mỹ,,,,California; Mỹ; Pasadena,,* Alfred Sturtevant; * Calvin Bridges; * Hermann Joseph Muller; * John Howard Northrop; * Nettie Stevens,,Di truyền học,,Thomas Hunt Morgan2.jpg,220px,,Di truyền liên kết; Học thuyết di truyền nhiễm sắc thể,Thomas Hunt Morgan,,,,,,,,,,,,* Giải Nobel Sinh học; * Huy chương Copley năm 1939; Y học năm 1933,,,,,,,,,,,,,,,,,,* Bryn Mawr College; * Viện Công nghệ California; * Đại học Columbia,
Thomas J. Sargent,https://vi.wikipedia.org/wiki/Thomas_J._Sargent,Đại học Harvard,Cử nhân UC Berkeley; tiến sĩ; Đại học Harvard,Giải Nobel Kinh tế (2011); NAS Award for Scientific Reviewing (2011),,,,<!-- Information -->; Thomas John Sargent (2011),,,,,,,Kinh tế học vĩ mô; kinh tế học tiền tệ,,Nobel Prize 2011-Press Conference KVA-DSC 7716.jpg,200px,,,Thomas J. Sargent,Hoa Kỳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Schelling,https://vi.wikipedia.org/wiki/Thomas_Schelling,Đại học Harvard,Đại học California tại Berkeley; Đại học Harvard; Đại học Yale,,,,California; Hoa Kỳ; Oakland,,,,Bethesda; Hoa Kỳ; Maryland,,,,kinh tế học,,Thomas Schelling.jpg,180px,,Lý thuyết trò chơi,Thomas Schelling,,,,,,,,,,,,Giải Nobel về kinh tế,,Hoa Kỳ,,,,,,,,,,,,,,,,,
Thornton Leigh Page,https://vi.wikipedia.org/wiki/Thornton_Leigh_Page,Đại học Yale,Oxford <small>(Tiến sĩ)</small>; Yale <small>(Cử nhân)</small>,Học bổng Rhodes; Hội Thiên văn Hoàng gia; Hội viên,,,,,,,,Edward A. Milne<ref name= obit />; Harry H. Plaskett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thái nữ Victoria của Thụy Điển,https://vi.wikipedia.org/wiki/Th%C3%A1i_n%E1%BB%AF_Victoria_c%E1%BB%A7a_Th%E1%BB%A5y_%C4%90i%E1%BB%83n,Đại học Yale,,,,,,,,,,,,,,,80px,,40px,,Thái nữ Thụy Điển; Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thôi Thiên Khải,https://vi.wikipedia.org/wiki/Th%C3%B4i_Thi%C3%AAn_Kh%E1%BA%A3i,Đại học Johns Hopkins,Đại học Johns Hopkins; Đại học Ngoại ngữ Bắc Kinh; Đại học Sư phạm Hoa Đông,,,,Thượng Hải; Trung Quốc,Thôi Thiên Khải (2018),,,,,,,,,2018 (cropped).jpg; Ambassador of China to the U.S; Cui Tiankai; at the Pentagon on August 8,,200px,,Thôi Thiên Khải,,,Đại sứ Trung Quốc tại Hoa Kỳ,,Đại sứ Trung Quốc tại Nhật Bản,Đảng Cộng sản Trung Quốc,Trương Nghiệp Toại,,Vương Nghị,,,,,,,,Tần Cương,,Trình Vĩnh Hoa,,ngày 23 tháng 6 năm 2021,,ngày 26 tháng 1 năm 2009,,ngày 15 tháng 4 năm 2013,,ngày 9 tháng 10 năm 2007,,,,
Timothy Brook,https://vi.wikipedia.org/wiki/Timothy_Brook,Đại học Harvard,,,,Timothy James Brook,Canada; Ontario; Toronto,,,,,,,,,,Timothy Brook.jpg,,,,Timothy Brook,,Hán học; sử học; văn học,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy F. Geithner,https://vi.wikipedia.org/wiki/Timothy_F._Geithner,Đại học Johns Hopkins,Dartmouth College <small>(Cử nhân)</small>; Paul H. Nitze School of Advanced International Studies <small>(Thạc sĩ)</small>,,18 tháng 8 năm 1961,,Brooklyn; New York,,Benjamin; Elise,,,,,,,,Timothy Geithner official portrait.jpg,,220px,,Timothy Geithner,,Quản lý ngân hàng,Bộ trưởng Ngân khố Hoa Kỳ thứ 75,,Thống đốc Ngân hàng Dự trữ Liên bang New York,</ref>; Không đảng phái<ref>{{chú thích web; but compatible; choice; |accessdate=ngày 24 tháng 12 năm 2008}}; |curly=y; |date= ngày 25 tháng 11 năm 2008; |first=Brian C; |format=Article; |last=Mooney; |publisher=The Boston Globe; |title=N.Y. Fed chief an unconventional; |url=http://www.boston.com/news/politics/2008/articles/2008/11/25/ny_fed_chief_an_unconventional_but_compatible_choice/; |work=Politics,Henry Paulson,,William McDonough,,Barack Obama,,,,,Carole M. Sonnenfeld,Jack Lew,,William Dudley,,25 tháng 1 năm 2013,,26 tháng 1 năm 2009,,26 tháng 1 năm 2009,,17 tháng 11 năm 2003,,,,
Tiêu Mỹ Cầm,https://vi.wikipedia.org/wiki/Ti%C3%AAu_M%E1%BB%B9_C%E1%BA%A7m,Đại học Columbia,,,,Bi-Khim Louise Hsiao,Kobe; Nhật Bản,Chân dung chính thức vào năm 2024,,,,,,Đại học Columbia (MA); Đại học Oberlin (BA),,,蕭美琴副總統 1.jpg,,,,Tiêu Mỹ Cầm,,,Phó Tổng thống Trung Hoa Dân Quốc,Đại diện Đài Loan tại Hoa Kỳ,Thành viên Lập pháp viện,Đảng Dân chủ Tiến bộ,Lại Thanh Đức,Cao Thạc Thái,Vương Đình Thăng,,Lại Thanh Đức,,,,,,,Du Đại Lôi,Phó Côn Kì,,,30 tháng 11 năm 2023,31 tháng 1 năm 2020,1 tháng 2 năm 2008,20 tháng 5 năm 2024,20 tháng 7 năm 2020,1 tháng 2 năm 2012,1 tháng 2 năm 2002,,,
Tom Lehrer,https://vi.wikipedia.org/wiki/Tom_Lehrer,Đại học Harvard,,,,Thomas Andrew Lehrer,Hoa Kỳ; New York; New York City,Lehrer biểu diễn năm 1960,,,,,,,,,Tom Lehrer - Southern Campus 1960.jpg,,,,Tom Lehrer,,Toán học; ca sĩ; giáo viên; nhạc sĩ,,,,,,,,,,,không (vô thần bất khả tri),,,,,,,,,,,,,,,,,,
Trương Thiện Chính,https://vi.wikipedia.org/wiki/Tr%C6%B0%C6%A1ng_Thi%E1%BB%87n_Ch%C3%ADnh,Đại học Stanford,Đại học Cornell; Đại học Stanford; Đại học quốc lập Đài Loan,,,,Đài Loan,,,,,,,,,,張善政市長照 (cropped).jpg,,,,Trương Thiện Chính,,,Thủ tướng thứ 47 của Trung Hoa Dân Quốc,,Phó Thủ tướng Trung Hoa Dân Quốc,"Trung Quốc Quốc dân Đảng(tự 18 tháng 5 năm 2022<ref name=""upmedia""> </ref>)",Mao Trị Quốc,,Mao Trị Quốc,Chu Kính Nhất,Mã Anh Cửu,,,,,,Lâm Toàn,,Đỗ Tử Quân,Lâm Nhất Bình (Quyền),(Quyền Thủ tướng từ ngày 18 tháng 1 năm 2016 – 1 tháng 2 năm 2016); 20 tháng 5 năm 2016,,1 tháng 2 năm 2016,7 tháng 12 năm 2014,1 tháng 2 năm 2016,,7 tháng 12 năm 2014,3 tháng 3 năm 2014,,,
Trần Công Bác,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_C%C3%B4ng_B%C3%A1c,Đại học Columbia,Đại học Bắc Kinh; Đại học Columbia,,,,Nam Hải; Quảng Đông; nhà Thanh,,,,Giang Tô; Trung Hoa Dân Quốc; Tô Châu,,,,,,Chen Gong-bo Mayor Shanghai 1943.jpg,,,,Trần Công Bác; 陳公博,,,Tổng thống Trung Hoa Dân Quốc,,Thị trưởng Thượng Hải,Trung Quốc Quốc dân đảng; Đảng Cộng sản Trung Quốc,Uông Tinh Vệ,,,,,,,,,,hủy bỏ,,Chu Phật Hải,,tháng 8 năm 1945,,tháng 12 năm 1944,,tháng 9 năm 1944,,tháng 11 năm 1940,,,,
Trần Khánh Viêm,https://vi.wikipedia.org/wiki/Tr%E1%BA%A7n_Kh%C3%A1nh_Vi%C3%AAm,Viện Công nghệ Massachusetts,Học viện Công nghệ Massachusetts; Đại học Adelaide; Đại học Quốc gia Singapore,,7 tháng 2 năm 1940 (  tuổi),Tony Tan Keng Yam,Các khu định cư Eo biển; Singapore,Trần Khánh Viêm năm 2016,1 con gái; ba con trai,,,,,,,,Tony Tan Keng Yam cropp.jpg,,220px,,Tony Trần Khánh Viêm,,,Tổng thống thứ 7 của Singapore,Quốc phòng; Đồng Bộ trưởng An ninh,Phó Thủ tướng Singapore,,Sellapan Ramanathan,Chức vụ được thành lập,Vương Đỉnh Xương,Lee Boon Yang,,,,,,,Halimah Yacob,S. Jayakumar,Wong Kan Seng,Teo Chee Hean,31 tháng 8 năm 2017,1 tháng 9 năm 2005,1 tháng 9 năm 2005,1 tháng 8 năm 2003,1 tháng 9 năm 2011,1 tháng 8 năm 2003,1 tháng 8 năm 1995,1 tháng 8 năm 1995,,,
